#队伍编号,2026141323
#评审时间,2026-06-07 14:03:41
#NTP服务器,ntp.aliyun.com
#NTP已同步,是
#NTP同步时刻,2026-06-07 10:49:30
#随机种子,15908109
#总分,38.5
序号,时间(NTP),测试编号,步骤描述,相关参数,下发帧原文,下发帧解析,收回帧原文,收回帧解析,得分,满分,结果
34,2026-06-07 14:00:11.801,D-01,读取CH0数据(1/3),,A5B60001010201000251ABB6A5,命令 命令字=0x0201,A5B600010202010402457EF0009555B6A5,CH0=4079.0000,0.0,0.0,--
35,2026-06-07 14:00:11.801,D-01,读取CH0数据(1/3)(字符串),,,,A5B600010202010402457EF0009555B6A5,A5B600010202010402457EF0009555B6A5,0.0,0.0,--
36,2026-06-07 14:00:12.719,D-01,读取CH0数据(2/3),,A5B60001010201000251ABB6A5,命令 命令字=0x0201,A5B600010202010402457EF0009555B6A5,CH0=4079.0000,0.0,0.0,--
37,2026-06-07 14:00:12.719,D-01,读取CH0数据(2/3)(字符串),,,,A5B600010202010402457EF0009555B6A5,A5B600010202010402457EF0009555B6A5,0.0,0.0,--
38,2026-06-07 14:00:13.632,D-01,读取CH0数据(3/3),,A5B60001010201000251ABB6A5,命令 命令字=0x0201,A5B600010202010402457F00005540B6A5,CH0=4080.0000,0.0,0.0,--
39,2026-06-07 14:00:13.632,D-01,读取CH0数据(3/3)(字符串),,,,A5B600010202010402457F00005540B6A5,A5B600010202010402457F00005540B6A5,0.0,0.0,--
40,2026-06-07 14:00:14.548,D-01,设置CH0变比=2.5,k0=2.5,A5B60001010241040240200000BF25B6A5,命令 命令字=0x0241,A5B600010202410102FFCC14B6A5,执行成功(OK),0.0,0.0,--
41,2026-06-07 14:00:14.549,D-01,设置CH0变比=2.5(字符串),k0=2.5,,,A5B600010202410102FFCC14B6A5,A5B600010202410102FFCC14B6A5,0.0,0.0,--
42,2026-06-07 14:00:15.592,D-01,读取CH0数据(1/3),,A5B60001010201000251ABB6A5,命令 命令字=0x0201,A5B600010202010402461F60000F68B6A5,CH0=10200.0000,0.0,0.0,--
43,2026-06-07 14:00:15.593,D-01,读取CH0数据(1/3)(字符串),,,,A5B600010202010402461F60000F68B6A5,A5B600010202010402461F60000F68B6A5,0.0,0.0,--
44,2026-06-07 14:00:16.510,D-01,读取CH0数据(2/3),,A5B60001010201000251ABB6A5,命令 命令字=0x0201,A5B600010202010402461F6A00AF6EB6A5,CH0=10202.5000,0.0,0.0,--
45,2026-06-07 14:00:16.510,D-01,读取CH0数据(2/3)(字符串),,,,A5B600010202010402461F6A00AF6EB6A5,A5B600010202010402461F6A00AF6EB6A5,0.0,0.0,--
46,2026-06-07 14:00:17.414,D-01,读取CH0数据(3/3),,A5B60001010201000251ABB6A5,命令 命令字=0x0201,A5B600010202010402461F60000F68B6A5,CH0=10200.0000,0.0,0.0,--
47,2026-06-07 14:00:17.414,D-01,读取CH0数据(3/3)(字符串),,,,A5B600010202010402461F60000F68B6A5,A5B600010202010402461F60000F68B6A5,1.0,1.0,通过
48,2026-06-07 14:00:18.330,D-02,设置CH1变比=1.0,k=1.0,A5B6000101024204023F800000490FB6A5,命令 命令字=0x0242,A5B600010202420102FF8814B6A5,执行成功(OK),0.0,0.0,--
49,2026-06-07 14:00:18.330,D-02,设置CH1变比=1.0(字符串),k=1.0,,,A5B600010202420102FF8814B6A5,A5B600010202420102FF8814B6A5,0.0,0.0,--
50,2026-06-07 14:00:19.359,D-02,读取CH1数据(1/3),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B60001020202040244FFA000410BB6A5,CH1=2045.0000,0.0,0.0,--
51,2026-06-07 14:00:19.359,D-02,读取CH1数据(1/3)(字符串),,,,A5B60001020202040244FFA000410BB6A5,A5B60001020202040244FFA000410BB6A5,0.0,0.0,--
52,2026-06-07 14:00:20.275,D-02,读取CH1数据(2/3),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B60001020202040244FFA000410BB6A5,CH1=2045.0000,0.0,0.0,--
53,2026-06-07 14:00:20.275,D-02,读取CH1数据(2/3)(字符串),,,,A5B60001020202040244FFA000410BB6A5,A5B60001020202040244FFA000410BB6A5,0.0,0.0,--
54,2026-06-07 14:00:21.204,D-02,读取CH1数据(3/3),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B60001020202040244FFC0004123B6A5,CH1=2046.0000,0.0,0.0,--
55,2026-06-07 14:00:21.206,D-02,读取CH1数据(3/3)(字符串),,,,A5B60001020202040244FFC0004123B6A5,A5B60001020202040244FFC0004123B6A5,0.0,0.0,--
56,2026-06-07 14:00:22.137,D-02,设置CH1变比=1.5,k1=1.5,A5B6000101024204023FC000009D0EB6A5,命令 命令字=0x0242,A5B600010202420102FF8814B6A5,执行成功(OK),0.0,0.0,--
57,2026-06-07 14:00:22.137,D-02,设置CH1变比=1.5(字符串),k1=1.5,,,A5B600010202420102FF8814B6A5,A5B600010202420102FF8814B6A5,0.0,0.0,--
58,2026-06-07 14:00:23.148,D-02,读取CH1数据(1/3),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B600010202020402453FE800813CB6A5,CH1=3070.5000,0.0,0.0,--
59,2026-06-07 14:00:23.148,D-02,读取CH1数据(1/3)(字符串),,,,A5B600010202020402453FE800813CB6A5,A5B600010202020402453FE800813CB6A5,0.0,0.0,--
60,2026-06-07 14:00:24.065,D-02,读取CH1数据(2/3),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B600010202020402453FE800813CB6A5,CH1=3070.5000,0.0,0.0,--
61,2026-06-07 14:00:24.065,D-02,读取CH1数据(2/3)(字符串),,,,A5B600010202020402453FE800813CB6A5,A5B600010202020402453FE800813CB6A5,0.0,0.0,--
62,2026-06-07 14:00:24.973,D-02,读取CH1数据(3/3),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B600010202020402453FE800813CB6A5,CH1=3070.5000,0.0,0.0,--
63,2026-06-07 14:00:24.973,D-02,读取CH1数据(3/3)(字符串),,,,A5B600010202020402453FE800813CB6A5,A5B600010202020402453FE800813CB6A5,1.0,1.0,通过
64,2026-06-07 14:00:25.901,E-01,读取CH0数据(1/1),,A5B60001010201000251ABB6A5,命令 命令字=0x0201,A5B600010202010402461F60000F68B6A5,CH0=10200.0000,0.0,0.0,--
65,2026-06-07 14:00:25.901,E-01,读取CH0数据(1/1)(字符串),,,,A5B600010202010402461F60000F68B6A5,A5B600010202010402461F60000F68B6A5,0.0,0.0,--
66,2026-06-07 14:00:26.819,E-01,写入CH0阈值,th0=8160.0000,A5B60001010411040245FF0000A6C4B6A5,命令 命令字=0x0411,A5B600010204110102FFCC8DB6A5,执行成功(OK),0.0,0.0,--
67,2026-06-07 14:00:26.819,E-01,写入CH0阈值(字符串),th0=8160.0000,,,A5B600010204110102FFCC8DB6A5,A5B600010204110102FFCC8DB6A5,0.0,0.0,--
68,2026-06-07 14:00:27.521,E-01,读取CH0阈值(0x0401),th0=8160.0000,A5B600010104010002D9ABB6A5,命令 命令字=0x0401,A5B60001020401040245FF000097C1B6A5,CH0阈值=8160.0000,0.0,0.0,--
69,2026-06-07 14:00:27.521,E-01,读取CH0阈值(0x0401)(字符串),th0=8160.0000,,,A5B60001020401040245FF000097C1B6A5,A5B60001020401040245FF000097C1B6A5,0.0,0.0,--
70,2026-06-07 14:00:28.236,E-01,读取批量阈值(0x0400),th0=8160.0000,A5B60001010400000219FAB6A5,命令 命令字=0x0400,A5B60001020400080245FF0000453B8000D24DB6A5,"CH0阈值=8160.0000, CH1阈值=3000.0000",0.0,0.0,--
71,2026-06-07 14:00:28.236,E-01,读取批量阈值(0x0400)(字符串),th0=8160.0000,,,A5B60001020400080245FF0000453B8000D24DB6A5,A5B60001020400080245FF0000453B8000D24DB6A5,1.0,1.0,通过
72,2026-06-07 14:00:28.953,E-02,读取CH1数据(1/1),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B600010202020402454000005943B6A5,CH1=3072.0000,0.0,0.0,--
73,2026-06-07 14:00:28.953,E-02,读取CH1数据(1/1)(字符串),,,,A5B600010202020402454000005943B6A5,A5B600010202020402454000005943B6A5,0.0,0.0,--
74,2026-06-07 14:00:29.886,E-02,写入CH1阈值,th1=2457.6000,A5B6000101041204024519999A6AFCB6A5,命令 命令字=0x0412,A5B600010204120102FF888DB6A5,执行成功(OK),0.0,0.0,--
75,2026-06-07 14:00:29.886,E-02,写入CH1阈值(字符串),th1=2457.6000,,,A5B600010204120102FF888DB6A5,A5B600010204120102FF888DB6A5,0.0,0.0,--
76,2026-06-07 14:00:30.601,E-02,读取CH1阈值(0x0402),th1=2457.6000,A5B600010104020002D95BB6A5,命令 命令字=0x0402,A5B6000102040204024519999A5BF9B6A5,CH1阈值=2457.6000,0.0,0.0,--
77,2026-06-07 14:00:30.601,E-02,读取CH1阈值(0x0402)(字符串),th1=2457.6000,,,A5B6000102040204024519999A5BF9B6A5,A5B6000102040204024519999A5BF9B6A5,0.0,0.0,--
78,2026-06-07 14:00:31.305,E-02,读取批量阈值(0x0400),th1=2457.6000,A5B60001010400000219FAB6A5,命令 命令字=0x0400,A5B60001020400080245FF00004519999A2366B6A5,"CH0阈值=8160.0000, CH1阈值=2457.6000",0.0,0.0,--
79,2026-06-07 14:00:31.306,E-02,读取批量阈值(0x0400)(字符串),th1=2457.6000,,,A5B60001020400080245FF00004519999A2366B6A5,A5B60001020400080245FF00004519999A2366B6A5,1.0,1.0,通过
80,2026-06-07 14:00:32.021,F-01,发送重启命令,,A5B60001010101000215ABB6A5,命令 命令字=0x0101,A5B600010201010102FF0C45B6A5,执行成功(OK),0.0,0.0,--
81,2026-06-07 14:00:32.021,F-01,发送重启命令(字符串),,,,A5B600010201010102FF0C45B6A5,A5B600010201010102FF0C45B6A5,0.0,0.0,--
82,2026-06-07 14:00:37.174,F-01,等待重启后心跳,,,,A5B60001058888000263A1B6A5,心跳帧,0.0,0.0,--
83,2026-06-07 14:00:37.174,F-01,等待重启后心跳(字符串),,,,A5B60001058888000263A1B6A5,A5B60001058888000263A1B6A5,0.0,0.0,--
84,2026-06-07 14:00:37.885,F-01,读取CH0数据(1/3),,A5B60001010201000251ABB6A5,命令 命令字=0x0201,A5B600010202010402461FC400CF12B6A5,CH0=10225.0000,0.0,0.0,--
85,2026-06-07 14:00:37.886,F-01,读取CH0数据(1/3)(字符串),,,,A5B600010202010402461FC400CF12B6A5,A5B600010202010402461FC400CF12B6A5,0.0,0.0,--
86,2026-06-07 14:00:38.790,F-01,读取CH0数据(2/3),,A5B60001010201000251ABB6A5,命令 命令字=0x0201,A5B600010202010402461FC400CF12B6A5,CH0=10225.0000,0.0,0.0,--
87,2026-06-07 14:00:38.791,F-01,读取CH0数据(2/3)(字符串),,,,A5B600010202010402461FC400CF12B6A5,A5B600010202010402461FC400CF12B6A5,0.0,0.0,--
88,2026-06-07 14:00:39.720,F-01,读取CH0数据(3/3),,A5B60001010201000251ABB6A5,命令 命令字=0x0201,A5B600010202010402461FCE006F14B6A5,CH0=10227.5000,0.0,0.0,--
89,2026-06-07 14:00:39.720,F-01,读取CH0数据(3/3)(字符串),,,,A5B600010202010402461FCE006F14B6A5,A5B600010202010402461FCE006F14B6A5,1.0,1.0,通过
90,2026-06-07 14:00:40.653,F-02,读取CH1数据(1/3),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B600010202020402454018005949B6A5,CH1=3073.5000,0.0,0.0,--
91,2026-06-07 14:00:40.653,F-02,读取CH1数据(1/3)(字符串),,,,A5B600010202020402454018005949B6A5,A5B600010202020402454018005949B6A5,0.0,0.0,--
92,2026-06-07 14:00:41.572,F-02,读取CH1数据(2/3),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B600010202020402454018005949B6A5,CH1=3073.5000,0.0,0.0,--
93,2026-06-07 14:00:41.572,F-02,读取CH1数据(2/3)(字符串),,,,A5B600010202020402454018005949B6A5,A5B600010202020402454018005949B6A5,0.0,0.0,--
94,2026-06-07 14:00:42.490,F-02,读取CH1数据(3/3),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B600010202020402454018005949B6A5,CH1=3073.5000,0.0,0.0,--
95,2026-06-07 14:00:42.490,F-02,读取CH1数据(3/3)(字符串),,,,A5B600010202020402454018005949B6A5,A5B600010202020402454018005949B6A5,1.0,1.0,通过
96,2026-06-07 14:00:43.408,F-03,读取CH0阈值,th0=8160.0000,A5B600010104010002D9ABB6A5,命令 命令字=0x0401,A5B60001020401040245FF000097C1B6A5,CH0阈值=8160.0000,0.0,0.0,--
97,2026-06-07 14:00:43.408,F-03,读取CH0阈值(字符串),th0=8160.0000,,,A5B60001020401040245FF000097C1B6A5,A5B60001020401040245FF000097C1B6A5,1.0,1.0,通过
98,2026-06-07 14:00:44.125,F-04,读取CH1阈值,th1=2457.6000,A5B600010104020002D95BB6A5,命令 命令字=0x0402,A5B6000102040204024519999A5BF9B6A5,CH1阈值=2457.6000,0.0,0.0,--
99,2026-06-07 14:00:44.125,F-04,读取CH1阈值(字符串),th1=2457.6000,,,A5B6000102040204024519999A5BF9B6A5,A5B6000102040204024519999A5BF9B6A5,1.0,1.0,通过
100,2026-06-07 14:00:44.844,G-01,设置DAC=3584,dac_a=3584,A5B6000101030102020E00C5BAB6A5,命令 命令字=0x0301,A5B600010203010102FFCC3CB6A5,执行成功(OK),0.0,0.0,--
101,2026-06-07 14:00:44.844,G-01,设置DAC=3584(字符串),dac_a=3584,,,A5B600010203010102FFCC3CB6A5,A5B600010203010102FFCC3CB6A5,0.0,0.0,--
102,2026-06-07 14:00:46.058,G-01,读取CH1数据(1/1),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B6000102020204024586D000A4FEB6A5,CH1=4314.0000,0.0,0.0,--
103,2026-06-07 14:00:46.058,G-01,读取CH1数据(1/1)(字符串),,,,A5B6000102020204024586D000A4FEB6A5,A5B6000102020204024586D000A4FEB6A5,0.0,0.0,--
104,2026-06-07 14:00:46.977,G-01,设置DAC=2048,dac_b=2048,A5B600010103010202080065B9B6A5,命令 命令字=0x0301,A5B600010203010102FFCC3CB6A5,执行成功(OK),0.0,0.0,--
105,2026-06-07 14:00:46.978,G-01,设置DAC=2048(字符串),dac_b=2048,,,A5B600010203010102FFCC3CB6A5,A5B600010203010102FFCC3CB6A5,0.0,0.0,--
106,2026-06-07 14:00:48.208,G-01,读取CH1数据(1/1),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B600010202020402456E38009030B6A5,CH1=3811.5000,0.0,0.0,--
107,2026-06-07 14:00:48.208,G-01,读取CH1数据(1/1)(字符串),,,,A5B600010202020402456E38009030B6A5,A5B600010202020402456E38009030B6A5,1.0,1.0,通过
108,2026-06-07 14:00:49.142,H-01,设置上报间隔=5s,interval=5s,A5B600010102610102037E1FB6A5,命令 命令字=0x0261,A5B600010202610102FF0C1FB6A5,执行成功(OK),0.0,0.0,--
109,2026-06-07 14:00:49.142,H-01,设置上报间隔=5s(字符串),interval=5s,,,A5B600010202610102FF0C1FB6A5,A5B600010202610102FF0C1FB6A5,1.0,1.0,通过
110,2026-06-07 14:00:49.859,H-01,发送开始自动上报,,A5B600010103020002AD5AB6A5,命令 命令字=0x0302,A5B600010203020C026A250910461FC40045508000732CB6A5,"时间=14:00:48, CH0=10225.0000, CH1=3336.0000",0.0,0.0,--
111,2026-06-07 14:00:49.860,H-01,发送开始自动上报(字符串),,,,A5B600010203020C026A250910461FC40045508000732CB6A5,A5B600010203020C026A250910461FC40045508000732CB6A5,0.0,0.0,--
112,2026-06-07 14:00:54.813,H-01,等待5s上报帧(1/10),,,,A5B600010203020C026A250915461FCE004540C0008C23B6A5,"时间=14:00:53, CH0=10227.5000, CH1=3084.0000",0.0,0.0,--
113,2026-06-07 14:00:54.813,H-01,等待5s上报帧(1/10)(字符串),,,,A5B600010203020C026A250915461FCE004540C0008C23B6A5,A5B600010203020C026A250915461FCE004540C0008C23B6A5,0.0,0.0,--
114,2026-06-07 14:00:59.770,H-01,等待5s上报帧(2/10),,,,A5B600010203020C026A25091A461FCE00454018007C38B6A5,"时间=14:00:58, CH0=10227.5000, CH1=3073.5000",0.0,0.0,--
115,2026-06-07 14:00:59.770,H-01,等待5s上报帧(2/10)(字符串),,,,A5B600010203020C026A25091A461FCE00454018007C38B6A5,A5B600010203020C026A25091A461FCE00454018007C38B6A5,0.0,0.0,--
116,2026-06-07 14:01:04.754,H-01,等待5s上报帧(3/10),,,,A5B600010203020C026A25091F461FCE00454018002C07B6A5,"时间=14:01:03, CH0=10227.5000, CH1=3073.5000",0.0,0.0,--
117,2026-06-07 14:01:04.754,H-01,等待5s上报帧(3/10)(字符串),,,,A5B600010203020C026A25091F461FCE00454018002C07B6A5,A5B600010203020C026A25091F461FCE00454018002C07B6A5,0.0,0.0,--
118,2026-06-07 14:01:09.717,H-01,上报期间发送读ID(预期无应答),,A5B6FFFF010111000201B0B6A5,命令 命令字=0x0111,A5B600010203020C026A250924461FC40045401800B720B6A5,"[功能不符] 预期CMD=0x0111, 实收CMD=0x0302; 时间=14:01:08, CH0=10225.0000, CH1=3073.5000",0.0,0.0,--
119,2026-06-07 14:01:11.123,H-01,上报期间发送读ID(预期无应答)(字符串),,,,A5B600010203020C026A250924461FC40045401800B720B6A5,A5B600010203020C026A250924461FC40045401800B720B6A5,0.0,0.0,--
120,2026-06-07 14:01:11.123,H-01,上报期间发送读ID(预期无应答),,A5B6FFFF010111000201B0B6A5,命令 命令字=0x0111,,超时无应答,0.0,0.0,--
121,2026-06-07 14:01:11.123,H-01,上报期间读ID验证,,,,,设备未应答(正确),1.0,1.0,通过
122,2026-06-07 14:01:14.664,H-01,等待5s上报帧(4/10),,,,A5B600010203020C026A250929461FCE00454000008D72B6A5,"时间=14:01:13, CH0=10227.5000, CH1=3072.0000",0.0,0.0,--
123,2026-06-07 14:01:14.664,H-01,等待5s上报帧(4/10)(字符串),,,,A5B600010203020C026A250929461FCE00454000008D72B6A5,A5B600010203020C026A250929461FCE00454000008D72B6A5,0.0,0.0,--
124,2026-06-07 14:01:19.655,H-01,等待5s上报帧(5/10),,,,A5B600010203020C026A25092E461FCE0045401800BD5EB6A5,"时间=14:01:18, CH0=10227.5000, CH1=3073.5000",0.0,0.0,--
125,2026-06-07 14:01:19.655,H-01,等待5s上报帧(5/10)(字符串),,,,A5B600010203020C026A25092E461FCE0045401800BD5EB6A5,A5B600010203020C026A25092E461FCE0045401800BD5EB6A5,0.0,0.0,--
126,2026-06-07 14:01:24.634,H-01,等待5s上报帧(6/10),,,,A5B600010203020C026A250933461FCE0045401800EDCBB6A5,"时间=14:01:23, CH0=10227.5000, CH1=3073.5000",0.0,0.0,--
127,2026-06-07 14:01:24.634,H-01,等待5s上报帧(6/10)(字符串),,,,A5B600010203020C026A250933461FCE0045401800EDCBB6A5,A5B600010203020C026A250933461FCE0045401800EDCBB6A5,0.0,0.0,--
128,2026-06-07 14:01:29.625,H-01,等待5s上报帧(7/10),,,,A5B600010203020C026A250938461FC4004540180077B8B6A5,"时间=14:01:28, CH0=10225.0000, CH1=3073.5000",0.0,0.0,--
129,2026-06-07 14:01:29.625,H-01,等待5s上报帧(7/10)(字符串),,,,A5B600010203020C026A250938461FC4004540180077B8B6A5,A5B600010203020C026A250938461FC4004540180077B8B6A5,0.0,0.0,--
130,2026-06-07 14:01:34.567,H-01,等待5s上报帧(8/10),,,,A5B600010203020C026A25093D461FCE00454018008D87B6A5,"时间=14:01:33, CH0=10227.5000, CH1=3073.5000",0.0,0.0,--
131,2026-06-07 14:01:34.567,H-01,等待5s上报帧(8/10)(字符串),,,,A5B600010203020C026A25093D461FCE00454018008D87B6A5,A5B600010203020C026A25093D461FCE00454018008D87B6A5,0.0,0.0,--
132,2026-06-07 14:01:39.543,H-01,等待5s上报帧(9/10),,,,A5B600010203020C026A250942461FC4004540000015A9B6A5,"时间=14:01:38, CH0=10225.0000, CH1=3072.0000",0.0,0.0,--
133,2026-06-07 14:01:39.543,H-01,等待5s上报帧(9/10)(字符串),,,,A5B600010203020C026A250942461FC4004540000015A9B6A5,A5B600010203020C026A250942461FC4004540000015A9B6A5,0.0,0.0,--
134,2026-06-07 14:01:44.495,H-01,等待5s上报帧(10/10),,,,A5B600010203020C026A250947461FBA00454018005B96B6A5,"时间=14:01:43, CH0=10222.5000, CH1=3073.5000",0.0,0.0,--
135,2026-06-07 14:01:44.496,H-01,等待5s上报帧(10/10)(字符串),,,,A5B600010203020C026A250947461FBA00454018005B96B6A5,A5B600010203020C026A250947461FBA00454018005B96B6A5,0.0,0.0,--
136,2026-06-07 14:01:44.496,H-01,5s上报收帧统计,收到10/10帧,,,,收到10帧,1.0,1.0,通过
137,2026-06-07 14:01:45.212,H-01,停止自动上报(切换间隔前),,A5B6000101030300026D0BB6A5,命令 命令字=0x0303,A5B600010203030102FF743DB6A5,执行成功(OK),0.0,0.0,--
138,2026-06-07 14:01:45.212,H-01,停止自动上报(切换间隔前)(字符串),,,,A5B600010203030102FF743DB6A5,A5B600010203030102FF743DB6A5,0.0,0.0,--
139,2026-06-07 14:01:45.926,H-01,设置上报间隔=1s,interval=1s,A5B60001010261010201BF9EB6A5,命令 命令字=0x0261,A5B600010202610102FF0C1FB6A5,执行成功(OK),0.0,0.0,--
