#队伍编号,2026141323
#评审时间,2026-06-07 13:05:46
#NTP服务器,ntp.aliyun.com
#NTP已同步,是
#NTP同步时刻,2026-06-07 10:49:30
#随机种子,12432984
#总分,38.0
序号,时间(NTP),测试编号,步骤描述,相关参数,下发帧原文,下发帧解析,收回帧原文,收回帧解析,得分,满分,结果
11,2026-06-07 13:02:07.753,B-03,发送查询波特率,,A5B634DD01011200024F3CB6A5,命令 命令字=0x0112,A5B634DD0201120102132F5FB6A5,波特率: 19200 bps,0.0,0.0,--
12,2026-06-07 13:02:07.753,B-03,发送查询波特率(字符串),,,,A5B634DD0201120102132F5FB6A5,A5B634DD0201120102132F5FB6A5,1.0,1.0,通过
13,2026-06-07 13:02:08.455,B-04,发送查询CH0,,A5B634DD0102010002CECDB6A5,命令 命令字=0x0201,A5B634DD020201040245BFB800CF1CB6A5,CH0=6135.0000,0.0,0.0,--
14,2026-06-07 13:02:08.455,B-04,发送查询CH0(字符串),,,,A5B634DD020201040245BFB800CF1CB6A5,A5B634DD020201040245BFB800CF1CB6A5,1.0,1.0,通过
15,2026-06-07 13:02:09.172,B-05,发送查询CH1,,A5B634DD0102020002CE3DB6A5,命令 命令字=0x0202,A5B634DD0202020402458BF600A15BB6A5,CH1=4478.7500,0.0,0.0,--
16,2026-06-07 13:02:09.172,B-05,发送查询CH1(字符串),,,,A5B634DD0202020402458BF600A15BB6A5,A5B634DD0202020402458BF600A15BB6A5,1.0,1.0,通过
17,2026-06-07 13:02:09.887,B-06,发送批量读取阈值(0x0400),,A5B634DD0104000002869CB6A5,命令 命令字=0x0400,A5B634DD020400080200000000450010001472B6A5,"CH0阈值=0.0000, CH1阈值=2049.0000",0.0,0.0,--
18,2026-06-07 13:02:09.889,B-06,发送批量读取阈值(0x0400)(字符串),,,,A5B634DD020400080200000000450010001472B6A5,A5B634DD020400080200000000450010001472B6A5,0.0,0.0,--
19,2026-06-07 13:02:10.606,B-06,发送读取CH0阈值(0x0401),,A5B634DD010401000246CDB6A5,命令 命令字=0x0401,A5B634DD0204010402000000000DCAB6A5,CH0阈值=0.0000,0.0,0.0,--
20,2026-06-07 13:02:10.606,B-06,发送读取CH0阈值(0x0401)(字符串),,,,A5B634DD0204010402000000000DCAB6A5,A5B634DD0204010402000000000DCAB6A5,0.0,0.0,--
21,2026-06-07 13:02:11.322,B-06,发送读取CH1阈值(0x0402),,A5B634DD0104020002463DB6A5,命令 命令字=0x0402,A5B634DD020402040245001000C1E1B6A5,CH1阈值=2049.0000,0.0,0.0,--
22,2026-06-07 13:02:11.323,B-06,发送读取CH1阈值(0x0402)(字符串),,,,A5B634DD020402040245001000C1E1B6A5,A5B634DD020402040245001000C1E1B6A5,1.0,1.0,通过
23,2026-06-07 13:02:12.040,C-01,发送设置时间,T_set=1780808531,A5B634DD01010504026A24FB53DC05B6A5,命令 命令字=0x0105,A5B634DD0201050102FF165BB6A5,执行成功(OK),0.0,0.0,--
24,2026-06-07 13:02:12.040,C-01,发送设置时间(字符串),T_set=1780808531,,,A5B634DD0201050102FF165BB6A5,A5B634DD0201050102FF165BB6A5,0.0,0.0,--
25,2026-06-07 13:02:12.754,C-01,发送查询时间,T_set=1780808531,A5B634DD01010600024B7CB6A5,命令 命令字=0x0106,A5B634DD02010604026A24FB532C22B6A5,设备时间: 2026-06-07 13:02:11,0.0,0.0,--
26,2026-06-07 13:02:12.754,C-01,发送查询时间(字符串),T_set=1780808531,,,A5B634DD02010604026A24FB532C22B6A5,A5B634DD02010604026A24FB532C22B6A5,1.0,1.0,通过
27,2026-06-07 13:02:13.468,D-00,设置DAC=2048(预备),dac=2048,A5B634DD01030102020800ADD2B6A5,命令 命令字=0x0301,A5B634DD0203010102FFE623B6A5,执行成功(OK),0.0,0.0,--
28,2026-06-07 13:02:13.468,D-00,设置DAC=2048(预备)(字符串),dac=2048,,,A5B634DD0203010102FFE623B6A5,A5B634DD0203010102FFE623B6A5,0.0,0.0,--
29,2026-06-07 13:02:14.696,D-00,读取CH1数据(1/1),,A5B634DD0102020002CE3DB6A5,命令 命令字=0x0202,A5B634DD020202040245575000FBE1B6A5,CH1=3445.0000,0.0,0.0,--
30,2026-06-07 13:02:14.697,D-00,读取CH1数据(1/1)(字符串),,,,A5B634DD020202040245575000FBE1B6A5,A5B634DD020202040245575000FBE1B6A5,0.0,0.0,--
31,2026-06-07 13:02:14.899,D-00,"DAC预备完成, 读CH1留痕","dac=2048, ch1=3445.00",,,,"DAC设置成功, CH1=3445.00",0.0,0.0,--
32,2026-06-07 13:02:15.613,D-01,设置CH0变比=1.0,k=1.0,A5B634DD01024104023F800000EF12B6A5,命令 命令字=0x0241,A5B634DD0202410102FFE60BB6A5,执行成功(OK),0.0,0.0,--
33,2026-06-07 13:02:15.614,D-01,设置CH0变比=1.0(字符串),k=1.0,,,A5B634DD0202410102FFE60BB6A5,A5B634DD0202410102FFE60BB6A5,0.0,0.0,--
34,2026-06-07 13:02:16.655,D-01,读取CH0数据(1/3),,A5B634DD0102010002CECDB6A5,命令 命令字=0x0201,A5B634DD0202010402457FA000F316B6A5,CH0=4090.0000,0.0,0.0,--
35,2026-06-07 13:02:16.655,D-01,读取CH0数据(1/3)(字符串),,,,A5B634DD0202010402457FA000F316B6A5,A5B634DD0202010402457FA000F316B6A5,0.0,0.0,--
36,2026-06-07 13:02:17.574,D-01,读取CH0数据(2/3),,A5B634DD0102010002CECDB6A5,命令 命令字=0x0201,A5B634DD0202010402457FA000F316B6A5,CH0=4090.0000,0.0,0.0,--
37,2026-06-07 13:02:17.574,D-01,读取CH0数据(2/3)(字符串),,,,A5B634DD0202010402457FA000F316B6A5,A5B634DD0202010402457FA000F316B6A5,0.0,0.0,--
38,2026-06-07 13:02:18.489,D-01,读取CH0数据(3/3),,A5B634DD0102010002CECDB6A5,命令 命令字=0x0201,A5B634DD0202010402457F9000F302B6A5,CH0=4089.0000,0.0,0.0,--
39,2026-06-07 13:02:18.490,D-01,读取CH0数据(3/3)(字符串),,,,A5B634DD0202010402457F9000F302B6A5,A5B634DD0202010402457F9000F302B6A5,0.0,0.0,--
40,2026-06-07 13:02:19.420,D-01,设置CH0变比=1.5,k0=1.5,A5B634DD01024104023FC000003B13B6A5,命令 命令字=0x0241,A5B634DD0202410102FFE60BB6A5,执行成功(OK),0.0,0.0,--
41,2026-06-07 13:02:19.420,D-01,设置CH0变比=1.5(字符串),k0=1.5,,,A5B634DD0202410102FFE60BB6A5,A5B634DD0202410102FFE60BB6A5,0.0,0.0,--
42,2026-06-07 13:02:20.432,D-01,读取CH0数据(1/3),,A5B634DD0102010002CECDB6A5,命令 命令字=0x0201,A5B634DD020201040245BFB800CF1CB6A5,CH0=6135.0000,0.0,0.0,--
43,2026-06-07 13:02:20.432,D-01,读取CH0数据(1/3)(字符串),,,,A5B634DD020201040245BFB800CF1CB6A5,A5B634DD020201040245BFB800CF1CB6A5,0.0,0.0,--
44,2026-06-07 13:02:21.351,D-01,读取CH0数据(2/3),,A5B634DD0102010002CECDB6A5,命令 命令字=0x0201,A5B634DD020201040245BFB800CF1CB6A5,CH0=6135.0000,0.0,0.0,--
45,2026-06-07 13:02:21.351,D-01,读取CH0数据(2/3)(字符串),,,,A5B634DD020201040245BFB800CF1CB6A5,A5B634DD020201040245BFB800CF1CB6A5,0.0,0.0,--
46,2026-06-07 13:02:22.257,D-01,读取CH0数据(3/3),,A5B634DD0102010002CECDB6A5,命令 命令字=0x0201,A5B634DD020201040245BFB800CF1CB6A5,CH0=6135.0000,0.0,0.0,--
47,2026-06-07 13:02:22.257,D-01,读取CH0数据(3/3)(字符串),,,,A5B634DD020201040245BFB800CF1CB6A5,A5B634DD020201040245BFB800CF1CB6A5,1.0,1.0,通过
48,2026-06-07 13:02:23.176,D-02,设置CH1变比=1.0,k=1.0,A5B634DD01024204023F800000EF21B6A5,命令 命令字=0x0242,A5B634DD0202420102FFA20BB6A5,执行成功(OK),0.0,0.0,--
49,2026-06-07 13:02:23.176,D-02,设置CH1变比=1.0(字符串),k=1.0,,,A5B634DD0202420102FFA20BB6A5,A5B634DD0202420102FFA20BB6A5,0.0,0.0,--
50,2026-06-07 13:02:24.213,D-02,读取CH1数据(1/3),,A5B634DD0102020002CE3DB6A5,命令 命令字=0x0202,A5B634DD020202040245002000EB75B6A5,CH1=2050.0000,0.0,0.0,--
51,2026-06-07 13:02:24.213,D-02,读取CH1数据(1/3)(字符串),,,,A5B634DD020202040245002000EB75B6A5,A5B634DD020202040245002000EB75B6A5,0.0,0.0,--
52,2026-06-07 13:02:25.119,D-02,读取CH1数据(2/3),,A5B634DD0102020002CE3DB6A5,命令 命令字=0x0202,A5B634DD020202040245002000EB75B6A5,CH1=2050.0000,0.0,0.0,--
53,2026-06-07 13:02:25.120,D-02,读取CH1数据(2/3)(字符串),,,,A5B634DD020202040245002000EB75B6A5,A5B634DD020202040245002000EB75B6A5,0.0,0.0,--
54,2026-06-07 13:02:26.038,D-02,读取CH1数据(3/3),,A5B634DD0102020002CE3DB6A5,命令 命令字=0x0202,A5B634DD020202040245001000EB61B6A5,CH1=2049.0000,0.0,0.0,--
55,2026-06-07 13:02:26.038,D-02,读取CH1数据(3/3)(字符串),,,,A5B634DD020202040245001000EB61B6A5,A5B634DD020202040245001000EB61B6A5,0.0,0.0,--
56,2026-06-07 13:02:26.942,D-02,设置CH1变比=4,k1=4,A5B634DD0102420402408000003B38B6A5,命令 命令字=0x0242,A5B634DD0202420102FFA20BB6A5,执行成功(OK),0.0,0.0,--
57,2026-06-07 13:02:26.942,D-02,设置CH1变比=4(字符串),k1=4,,,A5B634DD0202420102FFA20BB6A5,A5B634DD0202420102FFA20BB6A5,0.0,0.0,--
58,2026-06-07 13:02:27.982,D-02,读取CH1数据(1/3),,A5B634DD0102020002CE3DB6A5,命令 命令字=0x0202,A5B634DD020202040246001000AF61B6A5,CH1=8196.0000,0.0,0.0,--
59,2026-06-07 13:02:27.982,D-02,读取CH1数据(1/3)(字符串),,,,A5B634DD020202040246001000AF61B6A5,A5B634DD020202040246001000AF61B6A5,0.0,0.0,--
60,2026-06-07 13:02:28.903,D-02,读取CH1数据(2/3),,A5B634DD0102020002CE3DB6A5,命令 命令字=0x0202,A5B634DD020202040246001000AF61B6A5,CH1=8196.0000,0.0,0.0,--
61,2026-06-07 13:02:28.903,D-02,读取CH1数据(2/3)(字符串),,,,A5B634DD020202040246001000AF61B6A5,A5B634DD020202040246001000AF61B6A5,0.0,0.0,--
62,2026-06-07 13:02:29.821,D-02,读取CH1数据(3/3),,A5B634DD0102020002CE3DB6A5,命令 命令字=0x0202,A5B634DD020202040246001000AF61B6A5,CH1=8196.0000,0.0,0.0,--
63,2026-06-07 13:02:29.821,D-02,读取CH1数据(3/3)(字符串),,,,A5B634DD020202040246001000AF61B6A5,A5B634DD020202040246001000AF61B6A5,1.0,1.0,通过
64,2026-06-07 13:02:30.727,E-01,读取CH0数据(1/1),,A5B634DD0102010002CECDB6A5,命令 命令字=0x0201,A5B634DD020201040245BFB800CF1CB6A5,CH0=6135.0000,0.0,0.0,--
65,2026-06-07 13:02:30.728,E-01,读取CH0数据(1/1)(字符串),,,,A5B634DD020201040245BFB800CF1CB6A5,A5B634DD020201040245BFB800CF1CB6A5,0.0,0.0,--
66,2026-06-07 13:02:31.658,E-01,写入CH0阈值,th0=4908.0000,A5B634DD0104110402459960001F22B6A5,命令 命令字=0x0411,A5B634DD0204110102FFE692B6A5,执行成功(OK),0.0,0.0,--
67,2026-06-07 13:02:31.658,E-01,写入CH0阈值(字符串),th0=4908.0000,,,A5B634DD0204110102FFE692B6A5,A5B634DD0204110102FFE692B6A5,0.0,0.0,--
68,2026-06-07 13:02:32.374,E-01,读取CH0阈值(0x0401),th0=4908.0000,A5B634DD010401000246CDB6A5,命令 命令字=0x0401,A5B634DD0204010402459960002E27B6A5,CH0阈值=4908.0000,0.0,0.0,--
69,2026-06-07 13:02:32.374,E-01,读取CH0阈值(0x0401)(字符串),th0=4908.0000,,,A5B634DD0204010402459960002E27B6A5,A5B634DD0204010402459960002E27B6A5,0.0,0.0,--
70,2026-06-07 13:02:33.086,E-01,读取批量阈值(0x0400),th0=4908.0000,A5B634DD0104000002869CB6A5,命令 命令字=0x0400,A5B634DD02040008024599600045001000B2B6B6A5,"CH0阈值=4908.0000, CH1阈值=2049.0000",0.0,0.0,--
71,2026-06-07 13:02:33.087,E-01,读取批量阈值(0x0400)(字符串),th0=4908.0000,,,A5B634DD02040008024599600045001000B2B6B6A5,A5B634DD02040008024599600045001000B2B6B6A5,1.0,1.0,通过
72,2026-06-07 13:02:33.801,E-02,读取CH1数据(1/1),,A5B634DD0102020002CE3DB6A5,命令 命令字=0x0202,A5B634DD020202040246001000AF61B6A5,CH1=8196.0000,0.0,0.0,--
73,2026-06-07 13:02:33.802,E-02,读取CH1数据(1/1)(字符串),,,,A5B634DD020202040246001000AF61B6A5,A5B634DD020202040246001000AF61B6A5,0.0,0.0,--
74,2026-06-07 13:02:34.720,E-02,写入CH1阈值,th1=6556.8000,A5B634DD010412040245CCE6678522B6A5,命令 命令字=0x0412,A5B634DD0204120102FFA292B6A5,执行成功(OK),0.0,0.0,--
75,2026-06-07 13:02:34.720,E-02,写入CH1阈值(字符串),th1=6556.8000,,,A5B634DD0204120102FFA292B6A5,A5B634DD0204120102FFA292B6A5,0.0,0.0,--
76,2026-06-07 13:02:35.437,E-02,读取CH1阈值(0x0402),th1=6556.8000,A5B634DD0104020002463DB6A5,命令 命令字=0x0402,A5B634DD020402040245CCE667B427B6A5,CH1阈值=6556.8000,0.0,0.0,--
77,2026-06-07 13:02:35.437,E-02,读取CH1阈值(0x0402)(字符串),th1=6556.8000,,,A5B634DD020402040245CCE667B427B6A5,A5B634DD020402040245CCE667B427B6A5,0.0,0.0,--
78,2026-06-07 13:02:36.141,E-02,读取批量阈值(0x0400),th1=6556.8000,A5B634DD0104000002869CB6A5,命令 命令字=0x0400,A5B634DD02040008024599600045CCE667C770B6A5,"CH0阈值=4908.0000, CH1阈值=6556.8000",0.0,0.0,--
79,2026-06-07 13:02:36.142,E-02,读取批量阈值(0x0400)(字符串),th1=6556.8000,,,A5B634DD02040008024599600045CCE667C770B6A5,A5B634DD02040008024599600045CCE667C770B6A5,1.0,1.0,通过
80,2026-06-07 13:02:36.858,F-01,发送重启命令,,A5B634DD01010100028ACDB6A5,命令 命令字=0x0101,A5B634DD0201010102FF265AB6A5,执行成功(OK),0.0,0.0,--
81,2026-06-07 13:02:36.858,F-01,发送重启命令(字符串),,,,A5B634DD0201010102FF265AB6A5,A5B634DD0201010102FF265AB6A5,0.0,0.0,--
82,2026-06-07 13:02:41.998,F-01,等待重启后心跳,,,,A5B634DD0588880002FCC7B6A5,心跳帧,0.0,0.0,--
83,2026-06-07 13:02:41.998,F-01,等待重启后心跳(字符串),,,,A5B634DD0588880002FCC7B6A5,A5B634DD0588880002FCC7B6A5,0.0,0.0,--
84,2026-06-07 13:02:42.714,F-01,读取CH0数据(1/3),,A5B634DD0102010002CECDB6A5,命令 命令字=0x0201,A5B634DD020201040245BFC4000F3CB6A5,CH0=6136.5000,0.0,0.0,--
85,2026-06-07 13:02:42.715,F-01,读取CH0数据(1/3)(字符串),,,,A5B634DD020201040245BFC4000F3CB6A5,A5B634DD020201040245BFC4000F3CB6A5,0.0,0.0,--
86,2026-06-07 13:02:43.634,F-01,读取CH0数据(2/3),,A5B634DD0102010002CECDB6A5,命令 命令字=0x0201,A5B634DD020201040245BFC4000F3CB6A5,CH0=6136.5000,0.0,0.0,--
87,2026-06-07 13:02:43.635,F-01,读取CH0数据(2/3)(字符串),,,,A5B634DD020201040245BFC4000F3CB6A5,A5B634DD020201040245BFC4000F3CB6A5,0.0,0.0,--
88,2026-06-07 13:02:44.539,F-01,读取CH0数据(3/3),,A5B634DD0102010002CECDB6A5,命令 命令字=0x0201,A5B634DD020201040245BFC4000F3CB6A5,CH0=6136.5000,0.0,0.0,--
89,2026-06-07 13:02:44.539,F-01,读取CH0数据(3/3)(字符串),,,,A5B634DD020201040245BFC4000F3CB6A5,A5B634DD020201040245BFC4000F3CB6A5,1.0,1.0,通过
90,2026-06-07 13:02:45.458,F-02,读取CH1数据(1/3),,A5B634DD0102020002CE3DB6A5,命令 命令字=0x0202,A5B634DD020202040246002000AF75B6A5,CH1=8200.0000,0.0,0.0,--
91,2026-06-07 13:02:45.460,F-02,读取CH1数据(1/3)(字符串),,,,A5B634DD020202040246002000AF75B6A5,A5B634DD020202040246002000AF75B6A5,0.0,0.0,--
92,2026-06-07 13:02:46.363,F-02,读取CH1数据(2/3),,A5B634DD0102020002CE3DB6A5,命令 命令字=0x0202,A5B634DD020202040246002000AF75B6A5,CH1=8200.0000,0.0,0.0,--
93,2026-06-07 13:02:46.363,F-02,读取CH1数据(2/3)(字符串),,,,A5B634DD020202040246002000AF75B6A5,A5B634DD020202040246002000AF75B6A5,0.0,0.0,--
94,2026-06-07 13:02:47.280,F-02,读取CH1数据(3/3),,A5B634DD0102020002CE3DB6A5,命令 命令字=0x0202,A5B634DD020202040246001000AF61B6A5,CH1=8196.0000,0.0,0.0,--
95,2026-06-07 13:02:47.281,F-02,读取CH1数据(3/3)(字符串),,,,A5B634DD020202040246001000AF61B6A5,A5B634DD020202040246001000AF61B6A5,1.0,1.0,通过
96,2026-06-07 13:02:48.185,F-03,读取CH0阈值,th0=4908.0000,A5B634DD010401000246CDB6A5,命令 命令字=0x0401,A5B634DD0204010402459960002E27B6A5,CH0阈值=4908.0000,0.0,0.0,--
97,2026-06-07 13:02:48.185,F-03,读取CH0阈值(字符串),th0=4908.0000,,,A5B634DD0204010402459960002E27B6A5,A5B634DD0204010402459960002E27B6A5,1.0,1.0,通过
98,2026-06-07 13:02:48.899,F-04,读取CH1阈值,th1=6556.8000,A5B634DD0104020002463DB6A5,命令 命令字=0x0402,A5B634DD020402040245CCE667B427B6A5,CH1阈值=6556.8000,0.0,0.0,--
99,2026-06-07 13:02:48.899,F-04,读取CH1阈值(字符串),th1=6556.8000,,,A5B634DD020402040245CCE667B427B6A5,A5B634DD020402040245CCE667B427B6A5,1.0,1.0,通过
100,2026-06-07 13:02:49.617,G-01,设置DAC=1024,dac_a=1024,A5B634DD01030102020400ADD7B6A5,命令 命令字=0x0301,A5B634DD0203010102FFE623B6A5,执行成功(OK),0.0,0.0,--
101,2026-06-07 13:02:49.617,G-01,设置DAC=1024(字符串),dac_a=1024,,,A5B634DD0203010102FFE623B6A5,A5B634DD0203010102FFE623B6A5,0.0,0.0,--
102,2026-06-07 13:02:50.843,G-01,读取CH1数据(1/1),,A5B634DD0102020002CE3DB6A5,命令 命令字=0x0202,A5B634DD020202040245BB60000E34B6A5,CH1=5996.0000,0.0,0.0,--
103,2026-06-07 13:02:50.843,G-01,读取CH1数据(1/1)(字符串),,,,A5B634DD020202040245BB60000E34B6A5,A5B634DD020202040245BB60000E34B6A5,0.0,0.0,--
104,2026-06-07 13:02:51.759,G-01,设置DAC=512,dac_b=512,A5B634DD010301020202000DD4B6A5,命令 命令字=0x0301,A5B634DD0203010102FFE623B6A5,执行成功(OK),0.0,0.0,--
105,2026-06-07 13:02:51.759,G-01,设置DAC=512(字符串),dac_b=512,,,A5B634DD0203010102FFE623B6A5,A5B634DD0203010102FFE623B6A5,0.0,0.0,--
106,2026-06-07 13:02:52.974,G-01,读取CH1数据(1/1),,A5B634DD0102020002CE3DB6A5,命令 命令字=0x0202,A5B634DD0202020402455A8000F82DB6A5,CH1=3496.0000,0.0,0.0,--
107,2026-06-07 13:02:52.974,G-01,读取CH1数据(1/1)(字符串),,,,A5B634DD0202020402455A8000F82DB6A5,A5B634DD0202020402455A8000F82DB6A5,1.0,1.0,通过
108,2026-06-07 13:02:53.890,H-01,设置上报间隔=5s,interval=5s,A5B634DD0102610102035400B6A5,命令 命令字=0x0261,A5B634DD0202610102FF2600B6A5,执行成功(OK),0.0,0.0,--
109,2026-06-07 13:02:53.891,H-01,设置上报间隔=5s(字符串),interval=5s,,,A5B634DD0202610102FF2600B6A5,A5B634DD0202610102FF2600B6A5,1.0,1.0,通过
110,2026-06-07 13:02:54.604,H-01,发送开始自动上报,,A5B634DD0103020002323CB6A5,命令 命令字=0x0302,A5B634DD0203020C026A24FB7D45BFD0004520C0009AEAB6A5,"时间=13:02:53, CH0=6138.0000, CH1=2572.0000",0.0,0.0,--
111,2026-06-07 13:02:54.604,H-01,发送开始自动上报(字符串),,,,A5B634DD0203020C026A24FB7D45BFD0004520C0009AEAB6A5,A5B634DD0203020C026A24FB7D45BFD0004520C0009AEAB6A5,0.0,0.0,--
112,2026-06-07 13:02:59.568,H-01,等待5s上报帧(1/10),,,,A5B634DD0203020C026A24FB8245BFD00045024000A46EB6A5,"时间=13:02:58, CH0=6138.0000, CH1=2084.0000",0.0,0.0,--
113,2026-06-07 13:02:59.569,H-01,等待5s上报帧(1/10)(字符串),,,,A5B634DD0203020C026A24FB8245BFD00045024000A46EB6A5,A5B634DD0203020C026A24FB8245BFD00045024000A46EB6A5,0.0,0.0,--
114,2026-06-07 13:03:04.546,H-01,等待5s上报帧(2/10),,,,A5B634DD0203020C026A24FB8745BFD000450100003490B6A5,"时间=13:03:03, CH0=6138.0000, CH1=2064.0000",0.0,0.0,--
115,2026-06-07 13:03:04.546,H-01,等待5s上报帧(2/10)(字符串),,,,A5B634DD0203020C026A24FB8745BFD000450100003490B6A5,A5B634DD0203020C026A24FB8745BFD000450100003490B6A5,0.0,0.0,--
116,2026-06-07 13:03:09.512,H-01,等待5s上报帧(3/10),,,,A5B634DD0203020C026A24FB8C45BFD0004501000004E3B6A5,"时间=13:03:08, CH0=6138.0000, CH1=2064.0000",0.0,0.0,--
117,2026-06-07 13:03:09.512,H-01,等待5s上报帧(3/10)(字符串),,,,A5B634DD0203020C026A24FB8C45BFD0004501000004E3B6A5,A5B634DD0203020C026A24FB8C45BFD0004501000004E3B6A5,0.0,0.0,--
118,2026-06-07 13:03:14.469,H-01,上报期间发送读ID(预期无应答),,A5B6FFFF010111000201B0B6A5,命令 命令字=0x0111,A5B634DD0203020C026A24FB9145BFC400450100004075B6A5,"[功能不符] 预期CMD=0x0111, 实收CMD=0x0302; 时间=13:03:13, CH0=6136.5000, CH1=2064.0000",0.0,0.0,--
119,2026-06-07 13:03:15.874,H-01,上报期间发送读ID(预期无应答)(字符串),,,,A5B634DD0203020C026A24FB9145BFC400450100004075B6A5,A5B634DD0203020C026A24FB9145BFC400450100004075B6A5,0.0,0.0,--
120,2026-06-07 13:03:15.874,H-01,上报期间发送读ID(预期无应答),,A5B6FFFF010111000201B0B6A5,命令 命令字=0x0111,,超时无应答,0.0,0.0,--
121,2026-06-07 13:03:15.874,H-01,上报期间读ID验证,,,,,设备未应答(正确),1.0,1.0,通过
122,2026-06-07 13:03:19.446,H-01,等待5s上报帧(4/10),,,,A5B634DD0203020C026A24FB9645BFD00045014000A461B6A5,"时间=13:03:18, CH0=6138.0000, CH1=2068.0000",0.0,0.0,--
123,2026-06-07 13:03:19.446,H-01,等待5s上报帧(4/10)(字符串),,,,A5B634DD0203020C026A24FB9645BFD00045014000A461B6A5,A5B634DD0203020C026A24FB9645BFD00045014000A461B6A5,0.0,0.0,--
124,2026-06-07 13:03:24.414,H-01,等待5s上报帧(5/10),,,,A5B634DD0203020C026A24FB9B45BFD00045010000F408B6A5,"时间=13:03:23, CH0=6138.0000, CH1=2064.0000",0.0,0.0,--
125,2026-06-07 13:03:24.414,H-01,等待5s上报帧(5/10)(字符串),,,,A5B634DD0203020C026A24FB9B45BFD00045010000F408B6A5,A5B634DD0203020C026A24FB9B45BFD00045010000F408B6A5,0.0,0.0,--
126,2026-06-07 13:03:29.401,H-01,等待5s上报帧(6/10),,,,A5B634DD0203020C026A24FBA045BFD00045014000051EB6A5,"时间=13:03:28, CH0=6138.0000, CH1=2068.0000",0.0,0.0,--
127,2026-06-07 13:03:29.401,H-01,等待5s上报帧(6/10)(字符串),,,,A5B634DD0203020C026A24FBA045BFD00045014000051EB6A5,A5B634DD0203020C026A24FBA045BFD00045014000051EB6A5,0.0,0.0,--
128,2026-06-07 13:03:34.366,H-01,等待5s上报帧(7/10),,,,A5B634DD0203020C026A24FBA545BFD000450140005521B6A5,"时间=13:03:33, CH0=6138.0000, CH1=2068.0000",0.0,0.0,--
129,2026-06-07 13:03:34.366,H-01,等待5s上报帧(7/10)(字符串),,,,A5B634DD0203020C026A24FBA545BFD000450140005521B6A5,A5B634DD0203020C026A24FBA545BFD000450140005521B6A5,0.0,0.0,--
130,2026-06-07 13:03:39.306,H-01,等待5s上报帧(8/10),,,,A5B634DD0203020C026A24FBAA45BFD00045014000A560B6A5,"时间=13:03:38, CH0=6138.0000, CH1=2068.0000",0.0,0.0,--
131,2026-06-07 13:03:39.308,H-01,等待5s上报帧(8/10)(字符串),,,,A5B634DD0203020C026A24FBAA45BFD00045014000A560B6A5,A5B634DD0203020C026A24FBAA45BFD00045014000A560B6A5,0.0,0.0,--
132,2026-06-07 13:03:44.271,H-01,等待5s上报帧(9/10),,,,A5B634DD0203020C026A24FBAF45BFD00045014000F55FB6A5,"时间=13:03:43, CH0=6138.0000, CH1=2068.0000",0.0,0.0,--
133,2026-06-07 13:03:44.271,H-01,等待5s上报帧(9/10)(字符串),,,,A5B634DD0203020C026A24FBAF45BFD00045014000F55FB6A5,A5B634DD0203020C026A24FBAF45BFD00045014000F55FB6A5,0.0,0.0,--
