#队伍编号,2026141323
#评审时间,2026-06-07 14:30:31
#NTP服务器,ntp.aliyun.com
#NTP已同步,是
#NTP同步时刻,2026-06-07 10:49:30
#随机种子,17517093
#总分,38.5
序号,时间(NTP),测试编号,步骤描述,相关参数,下发帧原文,下发帧解析,收回帧原文,收回帧解析,得分,满分,结果
54,2026-06-07 14:27:09.962,D-02,读取CH1数据(3/3),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B600010202020402450010004D4FB6A5,CH1=2049.0000,0.0,0.0,--
55,2026-06-07 14:27:09.962,D-02,读取CH1数据(3/3)(字符串),,,,A5B600010202020402450010004D4FB6A5,A5B600010202020402450010004D4FB6A5,0.0,0.0,--
56,2026-06-07 14:27:10.879,D-02,设置CH1变比=1.25,k1=1.25,A5B6000101024204023FA00000830EB6A5,命令 命令字=0x0242,A5B600010202420102FF8814B6A5,执行成功(OK),0.0,0.0,--
57,2026-06-07 14:27:10.879,D-02,设置CH1变比=1.25(字符串),k1=1.25,,,A5B600010202420102FF8814B6A5,A5B600010202420102FF8814B6A5,0.0,0.0,--
58,2026-06-07 14:27:11.905,D-02,读取CH1数据(1/3),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B60001020202040245201400474CB6A5,CH1=2561.2500,0.0,0.0,--
59,2026-06-07 14:27:11.905,D-02,读取CH1数据(1/3)(字符串),,,,A5B60001020202040245201400474CB6A5,A5B60001020202040245201400474CB6A5,0.0,0.0,--
60,2026-06-07 14:27:12.809,D-02,读取CH1数据(2/3),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B60001020202040245201400474CB6A5,CH1=2561.2500,0.0,0.0,--
61,2026-06-07 14:27:12.809,D-02,读取CH1数据(2/3)(字符串),,,,A5B60001020202040245201400474CB6A5,A5B60001020202040245201400474CB6A5,0.0,0.0,--
62,2026-06-07 14:27:13.729,D-02,读取CH1数据(3/3),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B60001020202040245201400474CB6A5,CH1=2561.2500,0.0,0.0,--
63,2026-06-07 14:27:13.729,D-02,读取CH1数据(3/3)(字符串),,,,A5B60001020202040245201400474CB6A5,A5B60001020202040245201400474CB6A5,1.0,1.0,通过
64,2026-06-07 14:27:14.637,E-01,读取CH0数据(1/1),,A5B60001010201000251ABB6A5,命令 命令字=0x0201,A5B600010202010402461FCE006F14B6A5,CH0=10227.5000,0.0,0.0,--
65,2026-06-07 14:27:14.637,E-01,读取CH0数据(1/1)(字符串),,,,A5B600010202010402461FCE006F14B6A5,A5B600010202010402461FCE006F14B6A5,0.0,0.0,--
66,2026-06-07 14:27:15.543,E-01,写入CH0阈值,th0=8182.0000,A5B60001010411040245FFB00066B1B6A5,命令 命令字=0x0411,A5B600010204110102FFCC8DB6A5,执行成功(OK),0.0,0.0,--
67,2026-06-07 14:27:15.543,E-01,写入CH0阈值(字符串),th0=8182.0000,,,A5B600010204110102FFCC8DB6A5,A5B600010204110102FFCC8DB6A5,0.0,0.0,--
68,2026-06-07 14:27:16.260,E-01,读取CH0阈值(0x0401),th0=8182.0000,A5B600010104010002D9ABB6A5,命令 命令字=0x0401,A5B60001020401040245FFB00057B4B6A5,CH0阈值=8182.0000,0.0,0.0,--
69,2026-06-07 14:27:16.260,E-01,读取CH0阈值(0x0401)(字符串),th0=8182.0000,,,A5B60001020401040245FFB00057B4B6A5,A5B60001020401040245FFB00057B4B6A5,0.0,0.0,--
70,2026-06-07 14:27:16.964,E-01,读取批量阈值(0x0400),th0=8182.0000,A5B60001010400000219FAB6A5,命令 命令字=0x0400,A5B60001020400080245FFB000453B8000E257B6A5,"CH0阈值=8182.0000, CH1阈值=3000.0000",0.0,0.0,--
71,2026-06-07 14:27:16.964,E-01,读取批量阈值(0x0400)(字符串),th0=8182.0000,,,A5B60001020400080245FFB000453B8000E257B6A5,A5B60001020400080245FFB000453B8000E257B6A5,1.0,1.0,通过
72,2026-06-07 14:27:17.682,E-02,读取CH1数据(1/1),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B60001020202040245201400474CB6A5,CH1=2561.2500,0.0,0.0,--
73,2026-06-07 14:27:17.683,E-02,读取CH1数据(1/1)(字符串),,,,A5B60001020202040245201400474CB6A5,A5B60001020202040245201400474CB6A5,0.0,0.0,--
74,2026-06-07 14:27:18.595,E-02,写入CH1阈值,th1=2049.0000,A5B6000101041204024500100056CAB6A5,命令 命令字=0x0412,A5B600010204120102FF888DB6A5,执行成功(OK),0.0,0.0,--
75,2026-06-07 14:27:18.596,E-02,写入CH1阈值(字符串),th1=2049.0000,,,A5B600010204120102FF888DB6A5,A5B600010204120102FF888DB6A5,0.0,0.0,--
76,2026-06-07 14:27:19.301,E-02,读取CH1阈值(0x0402),th1=2049.0000,A5B600010104020002D95BB6A5,命令 命令字=0x0402,A5B6000102040204024500100067CFB6A5,CH1阈值=2049.0000,0.0,0.0,--
77,2026-06-07 14:27:19.301,E-02,读取CH1阈值(0x0402)(字符串),th1=2049.0000,,,A5B6000102040204024500100067CFB6A5,A5B6000102040204024500100067CFB6A5,0.0,0.0,--
78,2026-06-07 14:27:20.016,E-02,读取批量阈值(0x0400),th1=2049.0000,A5B60001010400000219FAB6A5,命令 命令字=0x0400,A5B60001020400080245FFB000450010002F4AB6A5,"CH0阈值=8182.0000, CH1阈值=2049.0000",0.0,0.0,--
79,2026-06-07 14:27:20.016,E-02,读取批量阈值(0x0400)(字符串),th1=2049.0000,,,A5B60001020400080245FFB000450010002F4AB6A5,A5B60001020400080245FFB000450010002F4AB6A5,1.0,1.0,通过
80,2026-06-07 14:27:20.720,F-01,发送重启命令,,A5B60001010101000215ABB6A5,命令 命令字=0x0101,A5B600010201010102FF0C45B6A5,执行成功(OK),0.0,0.0,--
81,2026-06-07 14:27:20.720,F-01,发送重启命令(字符串),,,,A5B600010201010102FF0C45B6A5,A5B600010201010102FF0C45B6A5,0.0,0.0,--
82,2026-06-07 14:27:25.839,F-01,等待重启后心跳,,,,A5B60001058888000263A1B6A5,心跳帧,0.0,0.0,--
83,2026-06-07 14:27:25.839,F-01,等待重启后心跳(字符串),,,,A5B60001058888000263A1B6A5,A5B60001058888000263A1B6A5,0.0,0.0,--
84,2026-06-07 14:27:26.542,F-01,读取CH0数据(1/3),,A5B60001010201000251ABB6A5,命令 命令字=0x0201,A5B600010202010402461FD8000F1AB6A5,CH0=10230.0000,0.0,0.0,--
85,2026-06-07 14:27:26.542,F-01,读取CH0数据(1/3)(字符串),,,,A5B600010202010402461FD8000F1AB6A5,A5B600010202010402461FD8000F1AB6A5,0.0,0.0,--
86,2026-06-07 14:27:27.447,F-01,读取CH0数据(2/3),,A5B60001010201000251ABB6A5,命令 命令字=0x0201,A5B600010202010402461FD8000F1AB6A5,CH0=10230.0000,0.0,0.0,--
87,2026-06-07 14:27:27.447,F-01,读取CH0数据(2/3)(字符串),,,,A5B600010202010402461FD8000F1AB6A5,A5B600010202010402461FD8000F1AB6A5,0.0,0.0,--
88,2026-06-07 14:27:28.357,F-01,读取CH0数据(3/3),,A5B60001010201000251ABB6A5,命令 命令字=0x0201,A5B600010202010402461FCE006F14B6A5,CH0=10227.5000,0.0,0.0,--
89,2026-06-07 14:27:28.357,F-01,读取CH0数据(3/3)(字符串),,,,A5B600010202010402461FCE006F14B6A5,A5B600010202010402461FCE006F14B6A5,1.0,1.0,通过
90,2026-06-07 14:27:29.263,F-02,读取CH1数据(1/3),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B60001020202040245201400474CB6A5,CH1=2561.2500,0.0,0.0,--
91,2026-06-07 14:27:29.263,F-02,读取CH1数据(1/3)(字符串),,,,A5B60001020202040245201400474CB6A5,A5B60001020202040245201400474CB6A5,0.0,0.0,--
92,2026-06-07 14:27:30.168,F-02,读取CH1数据(2/3),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B60001020202040245201400474CB6A5,CH1=2561.2500,0.0,0.0,--
93,2026-06-07 14:27:30.168,F-02,读取CH1数据(2/3)(字符串),,,,A5B60001020202040245201400474CB6A5,A5B60001020202040245201400474CB6A5,0.0,0.0,--
94,2026-06-07 14:27:31.078,F-02,读取CH1数据(3/3),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B60001020202040245201400474CB6A5,CH1=2561.2500,0.0,0.0,--
95,2026-06-07 14:27:31.078,F-02,读取CH1数据(3/3)(字符串),,,,A5B60001020202040245201400474CB6A5,A5B60001020202040245201400474CB6A5,1.0,1.0,通过
96,2026-06-07 14:27:31.982,F-03,读取CH0阈值,th0=8182.0000,A5B600010104010002D9ABB6A5,命令 命令字=0x0401,A5B60001020401040245FFB00057B4B6A5,CH0阈值=8182.0000,0.0,0.0,--
97,2026-06-07 14:27:31.982,F-03,读取CH0阈值(字符串),th0=8182.0000,,,A5B60001020401040245FFB00057B4B6A5,A5B60001020401040245FFB00057B4B6A5,1.0,1.0,通过
98,2026-06-07 14:27:32.699,F-04,读取CH1阈值,th1=2049.0000,A5B600010104020002D95BB6A5,命令 命令字=0x0402,A5B6000102040204024500100067CFB6A5,CH1阈值=2049.0000,0.0,0.0,--
99,2026-06-07 14:27:32.699,F-04,读取CH1阈值(字符串),th1=2049.0000,,,A5B6000102040204024500100067CFB6A5,A5B6000102040204024500100067CFB6A5,1.0,1.0,通过
100,2026-06-07 14:27:33.403,G-01,设置DAC=2048,dac_a=2048,A5B600010103010202080065B9B6A5,命令 命令字=0x0301,A5B600010203010102FFCC3CB6A5,执行成功(OK),0.0,0.0,--
101,2026-06-07 14:27:33.403,G-01,设置DAC=2048(字符串),dac_a=2048,,,A5B600010203010102FFCC3CB6A5,A5B600010203010102FFCC3CB6A5,0.0,0.0,--
102,2026-06-07 14:27:34.618,G-01,读取CH1数据(1/1),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B60001020202040245201400474CB6A5,CH1=2561.2500,0.0,0.0,--
103,2026-06-07 14:27:34.620,G-01,读取CH1数据(1/1)(字符串),,,,A5B60001020202040245201400474CB6A5,A5B60001020202040245201400474CB6A5,0.0,0.0,--
104,2026-06-07 14:27:35.538,G-01,设置DAC=1024,dac_b=1024,A5B600010103010202040065BCB6A5,命令 命令字=0x0301,A5B600010203010102FFCC3CB6A5,执行成功(OK),0.0,0.0,--
105,2026-06-07 14:27:35.538,G-01,设置DAC=1024(字符串),dac_b=1024,,,A5B600010203010102FFCC3CB6A5,A5B600010203010102FFCC3CB6A5,0.0,0.0,--
106,2026-06-07 14:27:36.754,G-01,读取CH1数据(1/1),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B60001020202040244EA1000456FB6A5,CH1=1872.5000,0.0,0.0,--
107,2026-06-07 14:27:36.754,G-01,读取CH1数据(1/1)(字符串),,,,A5B60001020202040244EA1000456FB6A5,A5B60001020202040244EA1000456FB6A5,1.0,1.0,通过
108,2026-06-07 14:27:37.662,H-01,设置上报间隔=5s,interval=5s,A5B600010102610102037E1FB6A5,命令 命令字=0x0261,A5B600010202610102FF0C1FB6A5,执行成功(OK),0.0,0.0,--
109,2026-06-07 14:27:37.662,H-01,设置上报间隔=5s(字符串),interval=5s,,,A5B600010202610102FF0C1FB6A5,A5B600010202610102FF0C1FB6A5,1.0,1.0,通过
110,2026-06-07 14:27:38.366,H-01,发送开始自动上报,,A5B600010103020002AD5AB6A5,命令 命令字=0x0302,A5B600010203020C026A250F59461FCE0044BA90009DBAB6A5,"时间=14:27:37, CH0=10227.5000, CH1=1492.5000",0.0,0.0,--
111,2026-06-07 14:27:38.366,H-01,发送开始自动上报(字符串),,,,A5B600010203020C026A250F59461FCE0044BA90009DBAB6A5,A5B600010203020C026A250F59461FCE0044BA90009DBAB6A5,0.0,0.0,--
112,2026-06-07 14:27:43.296,H-01,等待5s上报帧(1/10),,,,A5B600010203020C026A250F5E461FCE0044A168006AAFB6A5,"时间=14:27:42, CH0=10227.5000, CH1=1291.2500",0.0,0.0,--
113,2026-06-07 14:27:43.296,H-01,等待5s上报帧(1/10)(字符串),,,,A5B600010203020C026A250F5E461FCE0044A168006AAFB6A5,A5B600010203020C026A250F5E461FCE0044A168006AAFB6A5,0.0,0.0,--
114,2026-06-07 14:27:48.237,H-01,等待5s上报帧(2/10),,,,A5B600010203020C026A250F63461FCE0044A07800FBFFB6A5,"时间=14:27:47, CH0=10227.5000, CH1=1283.7500",0.0,0.0,--
115,2026-06-07 14:27:48.237,H-01,等待5s上报帧(2/10)(字符串),,,,A5B600010203020C026A250F63461FCE0044A07800FBFFB6A5,A5B600010203020C026A250F63461FCE0044A07800FBFFB6A5,0.0,0.0,--
116,2026-06-07 14:27:53.161,H-01,等待5s上报帧(3/10),,,,A5B600010203020C026A250F68461FD80044A050003D90B6A5,"时间=14:27:52, CH0=10230.0000, CH1=1282.5000",0.0,0.0,--
117,2026-06-07 14:27:53.162,H-01,等待5s上报帧(3/10)(字符串),,,,A5B600010203020C026A250F68461FD80044A050003D90B6A5,A5B600010203020C026A250F68461FD80044A050003D90B6A5,0.0,0.0,--
118,2026-06-07 14:27:58.108,H-01,上报期间发送读ID(预期无应答),,A5B6FFFF010111000201B0B6A5,命令 命令字=0x0111,A5B600010203020C026A250F6D461FD80044A078006DB1B6A5,"[功能不符] 预期CMD=0x0111, 实收CMD=0x0302; 时间=14:27:57, CH0=10230.0000, CH1=1283.7500",0.0,0.0,--
119,2026-06-07 14:27:59.516,H-01,上报期间发送读ID(预期无应答)(字符串),,,,A5B600010203020C026A250F6D461FD80044A078006DB1B6A5,A5B600010203020C026A250F6D461FD80044A078006DB1B6A5,0.0,0.0,--
120,2026-06-07 14:27:59.516,H-01,上报期间发送读ID(预期无应答),,A5B6FFFF010111000201B0B6A5,命令 命令字=0x0111,,超时无应答,0.0,0.0,--
121,2026-06-07 14:27:59.516,H-01,上报期间读ID验证,,,,,设备未应答(正确),1.0,1.0,通过
122,2026-06-07 14:28:03.040,H-01,等待5s上报帧(4/10),,,,A5B600010203020C026A250F72461FCE0044A05000AB21B6A5,"时间=14:28:02, CH0=10227.5000, CH1=1282.5000",0.0,0.0,--
123,2026-06-07 14:28:03.040,H-01,等待5s上报帧(4/10)(字符串),,,,A5B600010203020C026A250F72461FCE0044A05000AB21B6A5,A5B600010203020C026A250F72461FCE0044A05000AB21B6A5,0.0,0.0,--
124,2026-06-07 14:28:07.978,H-01,等待5s上报帧(5/10),,,,A5B600010203020C026A250F77461FD80044A078000D02B6A5,"时间=14:28:07, CH0=10230.0000, CH1=1283.7500",0.0,0.0,--
125,2026-06-07 14:28:07.978,H-01,等待5s上报帧(5/10)(字符串),,,,A5B600010203020C026A250F77461FD80044A078000D02B6A5,A5B600010203020C026A250F77461FD80044A078000D02B6A5,0.0,0.0,--
126,2026-06-07 14:28:12.919,H-01,等待5s上报帧(6/10),,,,A5B600010203020C026A250F7C461FD80044A0A0003D2BB6A5,"时间=14:28:12, CH0=10230.0000, CH1=1285.0000",0.0,0.0,--
127,2026-06-07 14:28:12.920,H-01,等待5s上报帧(6/10)(字符串),,,,A5B600010203020C026A250F7C461FD80044A0A0003D2BB6A5,A5B600010203020C026A250F7C461FD80044A0A0003D2BB6A5,0.0,0.0,--
128,2026-06-07 14:28:17.874,H-01,等待5s上报帧(7/10),,,,A5B600010203020C026A250F81461FD80044A05000A933B6A5,"时间=14:28:17, CH0=10230.0000, CH1=1282.5000",0.0,0.0,--
129,2026-06-07 14:28:17.874,H-01,等待5s上报帧(7/10)(字符串),,,,A5B600010203020C026A250F81461FD80044A05000A933B6A5,A5B600010203020C026A250F81461FD80044A05000A933B6A5,0.0,0.0,--
130,2026-06-07 14:28:22.823,H-01,等待5s上报帧(8/10),,,,A5B600010203020C026A250F86461FCE0044A078006F09B6A5,"时间=14:28:22, CH0=10227.5000, CH1=1283.7500",0.0,0.0,--
131,2026-06-07 14:28:22.823,H-01,等待5s上报帧(8/10)(字符串),,,,A5B600010203020C026A250F86461FCE0044A078006F09B6A5,A5B600010203020C026A250F86461FCE0044A078006F09B6A5,0.0,0.0,--
132,2026-06-07 14:28:27.753,H-01,等待5s上报帧(9/10),,,,A5B600010203020C026A250F8B461FC40044A05000554FB6A5,"时间=14:28:27, CH0=10225.0000, CH1=1282.5000",0.0,0.0,--
133,2026-06-07 14:28:27.753,H-01,等待5s上报帧(9/10)(字符串),,,,A5B600010203020C026A250F8B461FC40044A05000554FB6A5,A5B600010203020C026A250F8B461FC40044A05000554FB6A5,0.0,0.0,--
134,2026-06-07 14:28:33.394,H-01,等待5s上报帧(10/10),,,,A5B600010203020C026A250F90461FCE0044A050000FF1B6A5,"时间=14:28:32, CH0=10227.5000, CH1=1282.5000",0.0,0.0,--
135,2026-06-07 14:28:33.395,H-01,等待5s上报帧(10/10)(字符串),,,,A5B600010203020C026A250F90461FCE0044A050000FF1B6A5,A5B600010203020C026A250F90461FCE0044A050000FF1B6A5,0.0,0.0,--
136,2026-06-07 14:28:33.395,H-01,5s上报收帧统计,收到10/10帧,,,,收到10帧,1.0,1.0,通过
137,2026-06-07 14:28:34.100,H-01,停止自动上报(切换间隔前),,A5B6000101030300026D0BB6A5,命令 命令字=0x0303,A5B600010203030102FF743DB6A5,执行成功(OK),0.0,0.0,--
138,2026-06-07 14:28:34.100,H-01,停止自动上报(切换间隔前)(字符串),,,,A5B600010203030102FF743DB6A5,A5B600010203030102FF743DB6A5,0.0,0.0,--
